material_name,material_type,potential_matches,match_confidence,sustainability_impact,economic_viability,implementation_complexity,ai_generated,generation_timestamp
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.807965
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.807965
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.807965
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.808769
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.808769
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.808769
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.808769
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.808769
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.808769
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.808769
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.808769
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.809769
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.809769
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.809769
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.809769
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.809769
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.809769
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.809769
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.809769
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.812267
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.812267
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.812267
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.812267
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.812267
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.812267
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.812267
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.812267
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.816280
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.816280
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.816280
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.816280
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.816280
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.816280
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.816280
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.816280
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.817279
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.817279
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.817279
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.817279
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.817279
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.817279
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.817279
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.817279
Organic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.818409
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.818409
Packaging_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.818409
Animal_feed,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.818409
Compost,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.818409
Biogas,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.818409
Organic_fertilizers,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.818409
Organic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.819281
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.819281
Packaging_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.819281
Animal_feed,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.819281
Compost,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.819281
Biogas,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.819281
Organic_fertilizers,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.819281
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.820791
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.820791
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.820791
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.820791
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.820791
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.820791
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.820791
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.820791
Organic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.821805
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.821805
Packaging_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.821805
Animal_feed,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.821805
Compost,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.821805
